id	untrt_N61311	untrt_N052611	untrt_N080611	untrt_N061011	trt_N61311	trt_N052611	trt_N080611	trt_N061011
ANXA5	21092.9584093945	22463.8207473154	27354.1579884827	19934.529602118	25849.9296726978	22443.7491458433	31925.8753264537	22750.329215986
PRSS23	9854.92035159099	13965.0035096149	6026.01033412109	7926.43394262097	4991.54641240919	7986.19930462247	3866.85322874438	4783.42769520649
COL5A1	12240.5185816157	11462.9064343711	9297.13490349559	10683.9402091975	9423.2880731499	6675.80947812784	7287.71817782799	6894.87183379396
COL5A2	12832.0380906314	13751.3668634043	14886.0814042945	13811.5392102304	19369.014709124	17289.4656451915	16849.9323286263	18334.6775717111
RPL13	20690.084014138	19195.2915296824	14726.4434475041	17622.5690169462	23212.3110496429	15788.9145014223	15866.1729032841	18177.6362767117
ADAMTS8	4769.07420526407	5691.04158888972	7926.46948211522	3041.38927134576	7304.69708405036	3952.42912636278	10718.4891757205	3199.52660311463
DUSP1	650.200090795052	993.400355288602	667.583234295782	744.319286827458	5645.55473968617	6819.58462147029	4418.98854657343	7151.77722852931
THBS2	21389.5960295531	16785.8313471955	11300.7278749048	18648.8288432144	12414.985583652	10909.0211313581	10151.3731609587	12726.5318750448
RPL4	34965.5900589437	31806.0374672313	28900.4926068329	27669.1099180382	37965.9926363905	28254.8792607227	27163.7934415422	25983.1738431852
MARCKS	8400.51971767433	6573.94532206611	8704.91354062697	7403.93800728234	3766.53466783792	3396.11140435908	4052.18195143975	2677.50326249015
LDHA	10316.3330898971	10916.9608774127	10500.1008634659	7071.96820334339	14485.5308803503	14405.3927204174	28093.6930617201	14390.6993020268
NID1	4833.7930712264	4617.39460346233	4158.38737577358	5421.09210672884	18598.3799781164	13788.2084504339	7338.88579047033	17240.4388428197
ADGRD1	7411.15014214173	8240.42780578899	3930.12142495834	6532.22657792754	10514.3344594877	12100.4231525086	7122.70982280565	12579.1785782505
FKBP5	264.892403819416	317.501081121462	500.390486947784	169.45447406478	5266.22862995678	5915.87371613895	3913.9933667594	4409.30851124459
LIMA1	6240.06881982797	10855.3972796564	10359.7419901101	8709.36061106981	6347.8514864592	7827.20283780328	11166.5135162591	6634.99181997588
TXNIP	16857.0864035215	18376.3160191766	10449.9232449069	18947.4866719969	13816.4930362426	20225.0617241452	6362.88168326688	18574.6096578041
MEG3	12857.4463180384	12907.8234484991	12355.7400210576	14005.9047208751	10210.3915457596	8755.11842748431	9039.08099577311	8557.19770268353
ERGIC1	4560.44114385123	5804.01380126622	4762.4501457713	4951.29590234001	7495.13161735705	9435.33362803007	8625.89441702477	8790.04940863247
ZFP36L2	6639.35290617972	5024.34798856659	5801.68102774695	7500.94275453119	10686.2500671338	9362.90015157068	8791.11989422236	10524.6842723631
IL6ST	45837.991989677	48215.0410742071	35377.3734691386	49674.0314209779	37769.762387655	47156.7392041761	47711.9345986623	58108.4387239621
REV3L	5147.35614420762	5098.80808392491	5885.5197858949	5903.90267206194	11745.0468988462	11776.8542398894	8167.85333132009	12684.1904197702
PDGFRB	17388.2209270523	16818.1172643176	17495.0118360541	18535.8889786252	19480.2299365271	24617.0353263924	21808.7057325658	26493.0291325792
RECK	10787.4796198428	13637.4325628523	9207.2606660446	16065.1513413442	7051.57637210554	12779.3346760004	9847.14771415895	12389.0007981376
APP	27860.6601527275	30498.0369742514	25309.3431296479	27727.3913761663	25259.3843047432	23972.120796519	23377.5218170046	26355.9799707024
FMOD	15865.2729583739	18533.427650457	10505.6641052239	16219.5273897473	13199.0988972459	16943.3884956004	12171.457704453	15824.8326642074
MMP14	28678.0949511805	27628.0674968482	34544.6751099324	27429.5883961631	27779.3393397749	24940.3506122586	22382.5738418485	31135.503558778
TNXB	9997.30985384638	11195.6595857136	3286.38641060265	9820.36684664183	6530.14410560296	8943.94669016413	2356.38791349982	7142.71228280058
TACC1	5934.19371568423	6042.26376321597	5620.10954306825	6657.47325551122	10554.5452121167	12386.8442501369	8591.5490213358	12798.4225399629
KCTD12	4700.79369380424	3978.04010747298	4416.1516874711	4792.34174092359	936.69481220158	633.446156631623	979.775760302651	641.495823400197
SPOCK1	3032.09863890011	3964.92047173849	8051.80053906847	4571.70919374256	5357.65257304774	7301.39211985866	12279.2126927193	8200.54629517533
TNC	3133.44354663232	6042.45907857673	2010.03451631842	7294.20732223575	1163.60062545055	4475.10749754122	1581.69640159636	4077.27903344879
MAOA	438.544507027083	452.993366254371	516.630329311547	258.732786794907	4628.00860200842	4429.72011060544	4629.66529040409	3778.17351003238
MT-ATP6	40662.0571963176	44163.1034742833	38672.4100489958	38282.6317400243	48438.7783607381	61944.0398448595	37670.4661102105	38863.3266952917
ITGBL1	1305.0359382992	4030.51761169877	2964.1226595736	3426.13571366062	2617.33023165598	7030.88982328534	6410.17695671472	7605.78825039093
RPL7A	22423.1120185786	22157.5378083943	22828.1793954972	18466.1139626274	23677.7785193122	19312.0858130959	20176.2065719029	17473.6195045695
RPL7	19806.6127387609	18336.0267245014	16838.3993739748	15891.8008024761	20469.7881561817	17468.6697914045	14924.1875744318	14567.4363008459
SLIT3	18151.328010098	20444.1516287282	9814.06202023595	18422.0596423879	15221.3864534102	17349.4544386958	10298.3388806081	18687.1384090598
ZEB1	7488.65294303652	9755.27442587813	10612.1853474811	9555.92310333996	8525.81951724647	11958.7278217283	14259.0690016683	14151.9774818703
RDH10	6627.56545531586	12327.696850131	7211.07579748608	5931.58286841361	3873.40691580549	9360.0186788159	10426.3263440228	6248.29625294804
TSC22D1	2607.83005120796	3457.9209875054	3580.88821950958	3243.69545633446	6260.37727924586	7985.27221761895	8365.16029612897	6656.08649716779
HLA-A	7765.44634094394	13596.00198762	9280.9822011815	11241.6830559603	6665.33732274961	11177.3316965414	8153.80632877367	8884.5078229263
APLP2	20189.4340313034	25655.2192634695	27907.6702334405	25733.1080327048	21264.9118507534	28172.5834840541	26946.2221650433	29261.2058746384
RPL26	14319.7447024433	14564.8634584062	15287.5726210666	11713.8409982245	16133.3316540976	11876.2849247776	12652.1951559571	10957.8581564357
MGAT1	3636.43624491896	4238.19639038617	3199.54321703028	4347.12505714877	6987.54804031139	7017.653192897	6177.12056804825	7846.2630608516
RPLP1	21206.9056195203	20780.8966931991	16078.6146163457	17077.2699860039	25381.5692936013	17780.059879115	18713.9151052705	17221.153945625
TGM2	6136.42868459041	11153.0055911171	6142.10119195307	11063.740069754	9138.73288634765	10153.0810928249	12472.5288618848	13718.9245555112
LAMA4	20171.1952072923	20859.2188735255	20479.5240610325	16920.9746345814	17812.2617580717	17746.9505159743	20833.4123026278	14513.041536901
MORF4L2	3431.64669719776	3060.09490615777	3317.61137519313	3176.31594293439	6363.55444348947	6705.72105276216	7258.77560306805	6505.02689145308
MAP1A	10548.8937444039	8757.72499049005	8519.85584799661	7380.8156598218	6588.52865505744	5679.39911437659	4285.50047096958	4655.63854927964
LMCD1	1921.8254975361	2576.93620758359	1375.78488191823	2070.91169659484	4698.28948757979	6891.82493925421	5029.83199168789	7562.93186654156
PCOLCE	13095.0472164305	9844.28703779749	9754.31771606387	9372.77430564178	7963.51782722297	6456.40343963604	6572.4251982443	5914.89072128124
MYLK	17322.0547448696	22785.9828388669	16830.7666789536	16511.0595012028	19283.194892177	25550.032487523	22461.798869896	16882.298101981
FOXO3	3281.85823159088	2690.19088822027	3134.78554020281	3143.71469603583	5784.95849062789	7366.60403026942	7240.29361593978	9397.57446996932
ASPH	14231.6922247193	15285.3988546522	18748.3223705056	16280.2745330386	10760.7756898926	12043.6134388744	13669.710907302	13358.3333333564
ANGPTL2	8293.30294325211	7615.25643737921	9543.91995927546	7761.74442769802	5027.12316859153	4568.01096429423	3632.57361638091	4846.43276747893
FHL1	6883.22536361813	10307.0722980945	7221.46387022694	10350.2129163389	9444.92727828177	12257.929338761	11625.5248977897	15314.9278073596
RPL19	20089.9488188898	18638.557372645	17445.586491418	15569.6416235259	21543.3706775152	15605.1752466867	16939.2198508277	15005.4746822201
IGFBP6	2352.78869934642	4692.37244389622	1933.64313908618	5200.84867990807	2554.64269401737	8023.62225673169	2003.46847035492	6947.62826272364
HSPB6	13418.7314886187	11010.5775128107	8960.9927677319	16329.0390558066	13776.0418315469	11217.2379314642	6982.47509047454	12790.6061562286
WDR1	6587.57006741256	8315.76633673939	7413.56262647152	6679.33137578222	9840.93783231953	10598.5414068321	17338.8863355433	10530.2300974069
MRVI1	3974.06482236528	6245.3104673175	3516.29979479583	4942.42471497042	3575.08974626577	8638.66248389223	7961.6212609867	5784.54152219744
ERRFI1	829.61316821416	1053.53008658178	1288.43850042082	820.677544543934	3527.1562560049	6413.60377011203	5596.60692942639	6449.94858087993
CPE	11232.8388024847	10614.4888362758	5542.3645920925	10671.2275128898	8542.86934133687	8783.7962279689	4626.62958692059	9339.18613508639
GDF10	6667.31083605964	4651.92406428637	2049.87547748717	7884.5094001914	4102.95843906583	2218.70078311095	2084.51034419307	3351.81209202115
LAMB2	10567.4449741523	14660.257598298	13715.2348383427	11855.9548261964	8006.7140924118	14129.2357524178	11917.6744018063	12566.0044110742
RPS12	19542.1390911619	13427.0191278571	10204.2995423468	13057.4292443409	21628.8565117052	12641.3793205077	10587.5125232655	11965.8664622973
STAT3	6498.00152831352	5748.95292824246	6730.52890658179	6100.80634531815	9313.05347756464	8251.71548590153	9587.18942976173	10364.5684154424
HSPG2	13309.2449128083	20397.7985043457	10388.6639195069	17124.9683850697	14787.4031834537	16817.6720937765	15379.8506717371	17907.181828093
AHNAK2	4836.11497207314	4587.67281682021	1328.46247054719	7599.46063848824	2994.23866155246	3580.48332265186	986.534947711382	6107.39900646848
TCF21	7134.68871303474	5023.06737784394	5437.65959405707	7267.06030655209	11918.7598763251	5853.60447559421	8416.09640627155	9804.73779427805
LGALS1	19361.6331155408	17441.7474231629	16646.124825511	18078.3820975414	18418.4744787942	14898.9901668963	15266.8583618593	15310.5587339393
GSN	12268.9340717604	9859.90470716502	11549.904566657	11560.8245382795	17520.0975711753	12241.1084439022	15157.8628183396	18345.0435339837
SAT1	2098.02381064744	2417.71504265645	2719.6947000307	2018.13341276353	7104.18020773839	5194.83659220215	4717.18487710602	6274.20957769175
MXRA5	5050.56711119532	10335.6253841454	5762.60443272627	5821.86110461294	2226.90814236088	3733.89465706302	2113.77986309428	2731.22549785049
TEAD1	5694.174525914	6576.79082362765	7254.06588377201	5388.54637853583	7947.20783021483	8765.11432330653	14132.2358211403	10980.9380559032
C14orf132	6092.44692702012	6027.58936432167	5924.669031281	6942.42642079289	3031.62160986637	2855.78031321964	2469.87902636782	3342.84139154341
ANXA4	3243.04398719606	2977.47238231405	3003.4351679181	2969.34308234849	7315.15379431289	5763.10520115864	6054.59933168926	7746.45801186828
ANKRD13A	4443.74428373606	6028.93446639124	5040.39263392156	5220.67234775217	7255.59938353275	9079.89429839519	8414.34222288677	8092.72555484552
TUBA1B	12692.9710600942	10084.3017562772	7329.53978771314	7566.91650061674	6294.37185376439	5143.37982022434	7157.82493134467	3554.74287759727
GLS	2189.90765547213	2781.29799010437	2485.10356418038	3127.65805167559	4660.5475334268	5518.80788727837	7658.13579717038	5659.94974606266
COL14A1	10633.9201851693	6260.10048912458	4355.67879825671	11968.8799934149	3878.21390491576	4952.84072830714	2659.3820185175	6866.72282803837
SERPINA3	638.375502482104	556.479006132288	404.39861751961	364.417929045979	8662.70333952681	4387.47463240708	3255.02516479107	3391.74886281007
HLA-E	7316.36916103638	9616.47309091611	10904.9061496252	8911.9422791124	9852.89666120307	12227.2636414545	11878.8784209558	11945.6783246391
WIPI1	3437.78146569796	2721.77161749194	4433.58607105146	2427.37023147993	6879.4818102157	5621.17395076205	6403.20627421666	5665.25927619362
PXDN	8062.02293995277	11597.9068410202	13138.8111508192	9788.70970706936	10454.2923622673	10596.961865304	17702.2736300511	12743.1446581345
SERPINH1	9342.31698236506	7801.97586401877	7829.63141465916	8411.41314597615	5464.9905985228	4583.84875053573	6888.89091044783	4253.32205449323
CLDN11	6343.32646331923	4403.5367803972	4360.87080281985	5793.47892347717	1724.61113454853	2151.83596969995	818.20863035328	1842.0493327641
ALCAM	3773.85606743688	3644.56979535134	5584.46201270136	4652.03574606318	3652.23809429865	7657.56918917982	11505.9579209632	8828.8937053183
STEAP2	1439.38708373229	1327.29253255707	823.312060624911	1181.09332647508	4733.16490813149	6067.47077143706	3493.51819593707	5254.32042487461
DST	19527.5779987696	14738.8097402991	17666.2964496905	16403.1126070118	16501.9599075017	13933.3894084804	10154.7841268312	16065.1942807927
PAM	9308.43916482553	12041.4813033269	11110.8126041693	12925.0846855689	8764.11363392321	15235.6661139467	11883.7729432903	13918.3940862753
CLU	14134.247047556	19494.4982211878	13642.8251844065	13772.6942286472	11155.2347854292	18798.7090728932	11222.1067674721	13939.3179820087
CYR61	1695.90165009896	3316.41747708759	2028.52909055976	2125.091906544	3312.23396670336	9321.05993117868	10812.1206805142	8978.66489968351
TBX18	4268.39853105046	3313.09281978959	4135.27021642387	4480.05222620441	1457.48787475515	975.0689577771	1572.73314042241	1015.15244341803
DDX5	13406.1703768161	13721.8650025046	16220.4542368114	11661.1912654336	14949.3709217549	12643.7964132935	17275.845847899	15536.4127272552
RAB31	2183.60280505749	2698.16621809835	3316.27226746581	2142.11187385263	3886.19523640728	5234.52268480423	5090.38364668888	5663.77452859639
SLC40A1	4906.06351343188	6338.88357701031	6607.82316862139	6795.86611949747	3378.33199319466	11319.4720225092	8202.85674971673	8063.5155344622
RPS3A	20405.5828939915	17606.6765752513	15557.9738180107	15753.9109990725	21839.0283608129	17854.8445071035	14908.8801111797	14999.2247366997
ANXA1	7762.77616818757	8739.60612561273	6903.26968549441	8829.3376699764	10448.8695395027	13036.21608158	7604.53591448522	13412.7449099165
SEMA5A	4456.89762582965	3004.14441702346	6683.80509509545	5459.03089222232	3190.80175286658	1979.3239510469	6992.52036797435	4574.35106210903
TMTC1	2674.52830538378	5693.21119023419	6780.18327243266	3634.81423955632	3948.67023945464	6342.61832921945	9720.75490816248	6676.52490717026
ARHGAP29	2041.78562118147	3235.4581773191	2220.43518243017	3331.57901313072	3930.88551527211	6701.22504220721	5050.01059997592	9932.83045486294
RPL15	21096.2114810496	20495.3369772354	19266.7472745153	18053.2284918925	21655.421942217	16748.6128162019	17672.4293098352	17762.5364354042
COL4A2	2840.46524916386	2865.89290454968	3758.37690975237	2539.08062951298	6286.61498808659	4770.02433812505	7498.19654224475	5263.34677399486
RPS23	14303.856943546	12190.913882699	10070.8715297898	10390.8867305657	16247.43421435	11820.047884735	9393.3933942949	9368.58550048735
RPL41	23130.684536104	21202.759498581	19802.7370650369	18920.1310723844	25051.5837384265	18464.8438139074	18411.2727964435	17165.306650509
MAP1B	6867.01341566651	6253.86297065105	6689.39094064997	10330.5169388307	4355.0065345531	5075.53996322756	5026.45890373559	7864.00514411672
MBNL1	3846.86434435001	4383.62280825283	3804.2917902811	5692.58055968603	6457.08743637224	7167.88117424025	6329.45620858716	10638.2592239862
KIF1C	5258.71900177965	7924.34117920042	6948.40538737338	6529.34025804627	6127.20526033962	9328.82827083581	10016.7000210014	8884.89539806722
PHC2	1613.52993162239	1439.70158304804	1688.64989294833	1409.85149787432	3912.79431367832	4297.9793367189	4197.60451960319	4518.66365973258
JUN	4970.19389014414	3121.45848692472	4641.72881456681	4142.97522607228	3742.81459908805	1168.6055461671	1707.22679172238	1481.16752762716
SOD3	3423.11929454614	5567.97200364936	2733.42806881608	6203.28718281065	2811.39954770881	5572.2812105211	3002.33373492486	5746.81475165145
PCDH18	8970.66058785771	8336.04469509329	6731.08678931569	9878.44947589672	4297.56819542576	4697.73474359141	4416.97820113473	4710.00990818183
TEX2	1550.5408210072	2013.02047892939	1817.9387232721	2315.28150855563	3778.62742719057	6204.45218770558	5348.17002747804	6660.72421973712
LRP10	10708.641432596	12041.3927173857	12553.7434915139	11162.5355576002	11711.6942156021	14740.5886121469	14764.9858858188	14564.3595571952
EXT1	6362.77966369978	6800.22139809499	6158.41081974586	7388.80106109312	4117.27187774671	3640.7549611604	4142.16132032855	3415.74332015453
TCEAL4	1292.73905101661	1657.78021189071	1910.56632837129	1524.13036134265	3710.30564152149	5686.69139380072	4505.60101177812	4238.27719246299
